Conf|	Rayon Giration	|	Distance		|		RMSD		|	Ratio Giration	|	Correlation	(p-value)
REF	|	17.44799		|			0
1219	|	18.42335		|	11.6368	(+/-3.20208)	|	1.41356	(+/-0.81915)	|	1.0559		|	0.62226	(0.0)
1220	|	17.80235		|	11.64248	(+/-3.15326)	|	1.19232	(+/-0.72382)	|	1.02031		|	0.60852	(0.0)
1221	|	17.90789		|	11.68465	(+/-3.2019)	|	1.376	(+/-0.7404)	|	1.02636		|	0.59429	(0.0)
1222	|	17.60982		|	11.65685	(+/-3.20483)	|	1.3699	(+/-0.81091)	|	1.00927		|	0.54582	(0.0)
1223	|	17.77025		|	11.71836	(+/-3.16947)	|	1.40687	(+/-0.81052)	|	1.01847		|	0.57091	(0.0)
1224	|	17.79844		|	11.65992	(+/-3.18794)	|	1.35544	(+/-0.78956)	|	1.02009		|	0.58416	(0.0)
1225	|	17.85227		|	11.69209	(+/-3.23757)	|	1.36974	(+/-0.84128)	|	1.02317		|	0.56052	(0.0)
1226	|	17.58987		|	11.65195	(+/-3.20882)	|	1.3491	(+/-0.80065)	|	1.00813		|	0.53763	(0.0)
1227	|	17.52957		|	11.61432	(+/-3.15073)	|	1.28198	(+/-0.76717)	|	1.00468		|	0.5481	(0.0)
1228	|	17.7744		|	11.67601	(+/-3.23031)	|	1.34687	(+/-0.77709)	|	1.01871		|	0.57145	(0.0)
1229	|	17.74545		|	11.70941	(+/-3.11502)	|	1.42728	(+/-0.80932)	|	1.01705		|	0.51899	(0.0)
1230	|	17.74368		|	11.6636	(+/-3.14831)	|	1.33308	(+/-0.84736)	|	1.01695		|	0.49512	(0.0)
1231	|	17.62935		|	11.69191	(+/-3.15909)	|	1.4561	(+/-0.90409)	|	1.01039		|	0.57815	(0.0)
1232	|	17.66957		|	11.64084	(+/-3.20166)	|	1.34042	(+/-0.85228)	|	1.0127		|	0.59029	(0.0)
1233	|	17.70712		|	11.69858	(+/-3.18593)	|	1.46036	(+/-0.84748)	|	1.01485		|	0.53698	(0.0)
1234	|	17.40404		|	11.61287	(+/-3.15127)	|	1.29268	(+/-0.81262)	|	0.99748		|	0.48432	(0.0)
1235	|	17.77268		|	11.67647	(+/-3.11271)	|	1.33391	(+/-0.81112)	|	1.01861		|	0.49831	(0.0)
1236	|	18.05704		|	11.74522	(+/-3.15396)	|	1.42731	(+/-0.82539)	|	1.03491		|	0.53737	(0.0)
1237	|	18.04282		|	11.68752	(+/-3.13033)	|	1.33768	(+/-0.73788)	|	1.03409		|	0.59168	(0.0)
1238	|	17.58724		|	11.65137	(+/-3.17554)	|	1.44059	(+/-0.81987)	|	1.00798		|	0.57365	(0.0)
1239	|	17.98808		|	11.6981	(+/-3.13346)	|	1.3918	(+/-0.7795)	|	1.03095		|	0.49701	(0.0)
1240	|	17.72238		|	11.64772	(+/-3.16442)	|	1.33875	(+/-0.71842)	|	1.01573		|	0.54283	(0.0)
1241	|	17.78704		|	11.71083	(+/-3.09032)	|	1.25419	(+/-0.79909)	|	1.01943		|	0.41264	(6e-05)
1242	|	17.45045		|	11.65049	(+/-3.07381)	|	1.25308	(+/-0.72604)	|	1.00014		|	0.41801	(5e-05)
1243	|	17.84437		|	11.63313	(+/-3.146)	|	1.37536	(+/-0.82689)	|	1.02272		|	0.51683	(0.0)
1244	|	17.7939		|	11.67937	(+/-3.1449)	|	1.29634	(+/-0.74793)	|	1.01983		|	0.51476	(0.0)
1245	|	17.7121		|	11.7402	(+/-3.08013)	|	1.44531	(+/-0.84815)	|	1.01514		|	0.44711	(1e-05)
1246	|	17.64604		|	11.66681	(+/-3.15798)	|	1.25346	(+/-0.66285)	|	1.01135		|	0.42404	(3e-05)
1247	|	17.6034		|	11.64949	(+/-3.14074)	|	1.23508	(+/-0.7453)	|	1.00891		|	0.40435	(8e-05)
1248	|	17.6274		|	11.68738	(+/-3.20495)	|	1.29215	(+/-0.73841)	|	1.01028		|	0.48604	(0.0)
1249	|	17.96714		|	11.66775	(+/-3.18596)	|	1.30235	(+/-0.76617)	|	1.02975		|	0.56802	(0.0)
1250	|	17.85706		|	11.66281	(+/-3.08077)	|	1.45942	(+/-0.81331)	|	1.02345		|	0.46437	(0.0)
1251	|	17.51711		|	11.65207	(+/-3.13662)	|	1.34532	(+/-0.85047)	|	1.00396		|	0.43057	(3e-05)
1252	|	18.39199		|	11.73275	(+/-3.16882)	|	1.42364	(+/-0.8221)	|	1.0541		|	0.49997	(0.0)
1253	|	17.48922		|	11.61683	(+/-3.19605)	|	1.27746	(+/-0.72061)	|	1.00236		|	0.52834	(0.0)
1254	|	17.34361		|	11.69083	(+/-3.13456)	|	1.38092	(+/-0.75055)	|	0.99402		|	0.53911	(0.0)
1255	|	17.5357		|	11.67354	(+/-3.22443)	|	1.36084	(+/-0.83673)	|	1.00503		|	0.56894	(0.0)
1256	|	17.66299		|	11.69944	(+/-3.19264)	|	1.54714	(+/-0.79664)	|	1.01232		|	0.53129	(0.0)
1257	|	17.46681		|	11.65803	(+/-3.19258)	|	1.4332	(+/-0.80136)	|	1.00108		|	0.50045	(0.0)
1258	|	17.41774		|	11.68458	(+/-3.11589)	|	1.39939	(+/-0.70716)	|	0.99827		|	0.47455	(0.0)
1259	|	17.74525		|	11.6899	(+/-3.13123)	|	1.44034	(+/-0.74276)	|	1.01704		|	0.49565	(0.0)
1260	|	17.40681		|	11.61272	(+/-3.07677)	|	1.2551	(+/-0.61848)	|	0.99764		|	0.52884	(0.0)
1261	|	17.88459		|	11.70591	(+/-3.12655)	|	1.38224	(+/-0.72928)	|	1.02502		|	0.4618	(1e-05)
1262	|	17.78596		|	11.70435	(+/-3.15202)	|	1.285	(+/-0.72526)	|	1.01937		|	0.50438	(0.0)
1263	|	17.82956		|	11.66546	(+/-3.19629)	|	1.37923	(+/-0.79946)	|	1.02187		|	0.57883	(0.0)
1264	|	17.67979		|	11.70309	(+/-3.16789)	|	1.40642	(+/-0.67731)	|	1.01329		|	0.5422	(0.0)
1265	|	18.11425		|	11.70547	(+/-3.23327)	|	1.40968	(+/-0.81267)	|	1.03819		|	0.54323	(0.0)
1266	|	17.79389		|	11.66084	(+/-3.16266)	|	1.34054	(+/-0.79334)	|	1.01982		|	0.50668	(0.0)
1267	|	17.74689		|	11.67731	(+/-3.15594)	|	1.41431	(+/-0.76694)	|	1.01713		|	0.56869	(0.0)
1268	|	18.00222		|	11.68916	(+/-3.12705)	|	1.4232	(+/-0.78342)	|	1.03176		|	0.57141	(0.0)
1269	|	17.91208		|	11.63431	(+/-3.14959)	|	1.3206	(+/-0.72765)	|	1.0266		|	0.48241	(0.0)
1270	|	18.18549		|	11.73163	(+/-3.18299)	|	1.37687	(+/-0.71577)	|	1.04227		|	0.60948	(0.0)
1271	|	17.69308		|	11.74811	(+/-3.22972)	|	1.32917	(+/-0.7422)	|	1.01405		|	0.49986	(0.0)
1272	|	18.28655		|	11.74687	(+/-3.1986)	|	1.43946	(+/-0.82367)	|	1.04806		|	0.54346	(0.0)
1273	|	17.80199		|	11.69984	(+/-3.16941)	|	1.43577	(+/-0.78847)	|	1.02029		|	0.54667	(0.0)
1274	|	18.09486		|	11.69901	(+/-3.19688)	|	1.31324	(+/-0.74372)	|	1.03707		|	0.56269	(0.0)
1275	|	17.78089		|	11.70667	(+/-3.1181)	|	1.45571	(+/-0.74575)	|	1.01908		|	0.60142	(0.0)
1276	|	18.19		|	11.72372	(+/-3.2021)	|	1.66497	(+/-0.88967)	|	1.04253		|	0.51336	(0.0)
1277	|	18.29816		|	11.7718	(+/-3.23189)	|	1.58185	(+/-0.90181)	|	1.04873		|	0.5987	(0.0)
1278	|	18.23849		|	11.75017	(+/-3.22827)	|	1.65437	(+/-0.8789)	|	1.04531		|	0.63519	(0.0)
1279	|	18.17433		|	11.82065	(+/-3.23162)	|	1.64664	(+/-0.86247)	|	1.04163		|	0.57004	(0.0)
1280	|	18.11438		|	11.81104	(+/-3.21015)	|	1.51735	(+/-0.83539)	|	1.03819		|	0.568	(0.0)
1281	|	17.95881		|	11.65965	(+/-3.2198)	|	1.54385	(+/-0.84206)	|	1.02928		|	0.60467	(0.0)
1282	|	17.47297		|	11.68026	(+/-3.1726)	|	1.42807	(+/-0.7821)	|	1.00143		|	0.54431	(0.0)
1283	|	17.68627		|	11.76656	(+/-3.18476)	|	1.48595	(+/-0.82168)	|	1.01366		|	0.56383	(0.0)
1284	|	17.89833		|	11.64039	(+/-3.18734)	|	1.53046	(+/-0.92999)	|	1.02581		|	0.61854	(0.0)
1285	|	18.70924		|	11.78743	(+/-3.22543)	|	1.60334	(+/-0.87569)	|	1.07229		|	0.57512	(0.0)
1286	|	18.10012		|	11.75721	(+/-3.16581)	|	1.55763	(+/-0.84841)	|	1.03738		|	0.5719	(0.0)
1287	|	18.18037		|	11.67561	(+/-3.12854)	|	1.50015	(+/-0.77016)	|	1.04198		|	0.50537	(0.0)
1288	|	18.08791		|	11.72125	(+/-3.23946)	|	1.54903	(+/-0.87307)	|	1.03668		|	0.55532	(0.0)
1289	|	17.84472		|	11.71029	(+/-3.19971)	|	1.40599	(+/-0.77826)	|	1.02274		|	0.54521	(0.0)
1290	|	18.14573		|	11.75377	(+/-3.19458)	|	1.53702	(+/-0.84533)	|	1.03999		|	0.53056	(0.0)
1291	|	18.5952		|	11.78428	(+/-3.21238)	|	1.5497	(+/-0.80831)	|	1.06575		|	0.546	(0.0)
1292	|	18.5203		|	11.77157	(+/-3.18957)	|	1.58136	(+/-0.88158)	|	1.06146		|	0.48765	(0.0)
1293	|	18.59134		|	11.82825	(+/-3.17246)	|	1.61852	(+/-0.87732)	|	1.06553		|	0.59504	(0.0)
1294	|	18.83405		|	11.77041	(+/-3.24771)	|	1.65673	(+/-0.94097)	|	1.07944		|	0.62012	(0.0)
1295	|	18.65065		|	11.82123	(+/-3.18049)	|	1.55682	(+/-0.85527)	|	1.06893		|	0.52079	(0.0)
1296	|	18.69851		|	11.73596	(+/-3.18606)	|	1.69381	(+/-0.96214)	|	1.07167		|	0.54823	(0.0)
1297	|	19.16433		|	11.76233	(+/-3.23555)	|	1.74693	(+/-0.99155)	|	1.09837		|	0.51432	(0.0)
1298	|	19.32739		|	11.89325	(+/-3.27807)	|	1.8695	(+/-1.10065)	|	1.10771		|	0.53596	(0.0)
1299	|	19.55959		|	11.77913	(+/-3.27207)	|	1.80189	(+/-1.05404)	|	1.12102		|	0.54566	(0.0)
1300	|	19.7469		|	11.94753	(+/-3.28937)	|	1.78705	(+/-1.15882)	|	1.13176		|	0.56673	(0.0)
1301	|	19.4127		|	11.80104	(+/-3.28591)	|	1.66269	(+/-0.96564)	|	1.1126		|	0.47193	(0.0)
1302	|	19.41875		|	11.87385	(+/-3.30351)	|	1.76393	(+/-1.04354)	|	1.11295		|	0.58334	(0.0)
1303	|	18.61403		|	11.76102	(+/-3.18627)	|	1.6499	(+/-0.88821)	|	1.06683		|	0.56407	(0.0)
1304	|	18.69737		|	11.69317	(+/-3.2463)	|	1.6183	(+/-0.86978)	|	1.07161		|	0.54118	(0.0)
1305	|	18.77955		|	11.78479	(+/-3.22338)	|	1.60445	(+/-0.89632)	|	1.07632		|	0.5254	(0.0)
1306	|	18.65942		|	11.70723	(+/-3.21683)	|	1.50902	(+/-0.77218)	|	1.06943		|	0.47932	(0.0)
1307	|	18.99495		|	11.85379	(+/-3.28869)	|	1.60359	(+/-0.92622)	|	1.08866		|	0.5136	(0.0)
1308	|	18.95076		|	11.85635	(+/-3.25248)	|	1.69673	(+/-1.02405)	|	1.08613		|	0.57635	(0.0)
1309	|	18.30818		|	11.79418	(+/-3.17662)	|	1.74345	(+/-0.94529)	|	1.0493		|	0.49615	(0.0)
1310	|	18.46906		|	11.86662	(+/-3.21279)	|	1.64206	(+/-0.8806)	|	1.05852		|	0.55536	(0.0)
1311	|	18.50838		|	11.83531	(+/-3.18269)	|	1.62351	(+/-0.91912)	|	1.06077		|	0.56133	(0.0)
1312	|	18.43428		|	11.7765	(+/-3.18414)	|	1.51307	(+/-0.94176)	|	1.05653		|	0.53221	(0.0)
1313	|	18.48586		|	11.78748	(+/-3.23357)	|	1.70736	(+/-0.98169)	|	1.05948		|	0.536	(0.0)
1314	|	18.4404		|	11.80268	(+/-3.26228)	|	1.65183	(+/-0.91161)	|	1.05688		|	0.53375	(0.0)
1315	|	18.40519		|	11.7552	(+/-3.25393)	|	1.60523	(+/-0.95932)	|	1.05486		|	0.54677	(0.0)
1316	|	18.27901		|	11.79669	(+/-3.1941)	|	1.54816	(+/-0.84056)	|	1.04763		|	0.52074	(0.0)
1317	|	18.36214		|	11.74024	(+/-3.23775)	|	1.64432	(+/-0.93263)	|	1.05239		|	0.55205	(0.0)
1318	|	18.35875		|	11.72093	(+/-3.20428)	|	1.71256	(+/-0.80322)	|	1.0522		|	0.55469	(0.0)
1319	|	18.58288		|	11.72085	(+/-3.24339)	|	1.72841	(+/-0.83241)	|	1.06504		|	0.58494	(0.0)
1320	|	18.39793		|	11.76922	(+/-3.23389)	|	1.57233	(+/-0.79719)	|	1.05444		|	0.55652	(0.0)
1321	|	18.40788		|	11.7958	(+/-3.21037)	|	1.65488	(+/-0.86285)	|	1.05501		|	0.54619	(0.0)
1322	|	18.82659		|	11.78899	(+/-3.22023)	|	1.79444	(+/-0.92382)	|	1.07901		|	0.56811	(0.0)
1323	|	18.93428		|	11.82902	(+/-3.22635)	|	1.86387	(+/-0.91866)	|	1.08518		|	0.59044	(0.0)
1324	|	18.71365		|	11.74831	(+/-3.15099)	|	1.73558	(+/-0.87858)	|	1.07254		|	0.5737	(0.0)
1325	|	18.41436		|	11.74063	(+/-3.16237)	|	1.6905	(+/-0.77834)	|	1.05539		|	0.46295	(0.0)
1326	|	18.47087		|	11.80521	(+/-3.17371)	|	1.8063	(+/-0.95488)	|	1.05862		|	0.5786	(0.0)
1327	|	18.57968		|	11.84595	(+/-3.19583)	|	1.84101	(+/-0.90162)	|	1.06486		|	0.59557	(0.0)
1328	|	18.39457		|	11.70098	(+/-3.17215)	|	1.6612	(+/-0.89726)	|	1.05425		|	0.60461	(0.0)
1329	|	18.5239		|	11.74145	(+/-3.14954)	|	1.79473	(+/-0.93066)	|	1.06166		|	0.54097	(0.0)
1330	|	18.77611		|	11.83059	(+/-3.25132)	|	1.85778	(+/-0.9637)	|	1.07612		|	0.63233	(0.0)
1331	|	17.96545		|	11.666	(+/-3.11854)	|	1.58179	(+/-0.83194)	|	1.02966		|	0.48537	(0.0)
1332	|	18.34151		|	11.67474	(+/-3.17322)	|	1.63805	(+/-0.88224)	|	1.05121		|	0.54862	(0.0)
1333	|	18.04815		|	11.69248	(+/-3.17165)	|	1.56825	(+/-0.81379)	|	1.0344		|	0.5645	(0.0)
1334	|	18.16381		|	11.72407	(+/-3.25112)	|	1.68947	(+/-0.79973)	|	1.04103		|	0.5421	(0.0)
1335	|	18.4487		|	11.73397	(+/-3.2055)	|	1.7906	(+/-0.84286)	|	1.05735		|	0.48385	(0.0)
1336	|	18.05243		|	11.73611	(+/-3.13337)	|	1.75585	(+/-0.87228)	|	1.03464		|	0.52964	(0.0)
1337	|	18.63945		|	11.73199	(+/-3.23132)	|	1.71426	(+/-0.79636)	|	1.06829		|	0.57678	(0.0)
1338	|	18.48754		|	11.75119	(+/-3.1709)	|	1.66289	(+/-0.85373)	|	1.05958		|	0.56818	(0.0)
1339	|	18.42782		|	11.67614	(+/-3.16655)	|	1.71293	(+/-0.83482)	|	1.05616		|	0.54314	(0.0)
1340	|	18.42707		|	11.66709	(+/-3.17009)	|	1.64628	(+/-0.86858)	|	1.05611		|	0.53721	(0.0)
1341	|	18.92629		|	11.72435	(+/-3.23579)	|	1.72986	(+/-0.98722)	|	1.08473		|	0.57169	(0.0)
1342	|	18.77745		|	11.72365	(+/-3.15549)	|	1.77481	(+/-0.9392)	|	1.0762		|	0.51592	(0.0)
1343	|	18.64078		|	11.71397	(+/-3.18357)	|	1.7452	(+/-0.83608)	|	1.06836		|	0.54956	(0.0)
1344	|	18.31277		|	11.71782	(+/-3.11529)	|	1.69458	(+/-0.89122)	|	1.04956		|	0.51879	(0.0)
1345	|	18.3937		|	11.70374	(+/-3.20241)	|	1.55426	(+/-0.84525)	|	1.0542		|	0.62412	(0.0)
1346	|	18.13964		|	11.7318	(+/-3.19135)	|	1.59161	(+/-0.85987)	|	1.03964		|	0.54589	(0.0)
1347	|	18.41605		|	11.67112	(+/-3.18742)	|	1.58516	(+/-0.8802)	|	1.05548		|	0.55619	(0.0)
1348	|	18.18675		|	11.7038	(+/-3.14877)	|	1.71306	(+/-0.87487)	|	1.04234		|	0.54904	(0.0)
1349	|	18.44457		|	11.74578	(+/-3.18605)	|	1.63604	(+/-0.8966)	|	1.05712		|	0.5608	(0.0)
1350	|	18.48677		|	11.69323	(+/-3.12823)	|	1.65239	(+/-0.87564)	|	1.05954		|	0.51759	(0.0)
1351	|	17.72515		|	11.67312	(+/-3.09777)	|	1.46153	(+/-0.7675)	|	1.01588		|	0.52257	(0.0)
1352	|	18.62663		|	11.82964	(+/-3.20588)	|	1.6422	(+/-0.88)	|	1.06755		|	0.54621	(0.0)
1353	|	18.42124		|	11.73953	(+/-3.1487)	|	1.60131	(+/-0.8225)	|	1.05578		|	0.53455	(0.0)
1354	|	18.62879		|	11.78876	(+/-3.20178)	|	1.77808	(+/-0.86118)	|	1.06768		|	0.52667	(0.0)
1355	|	18.41114		|	11.65879	(+/-3.16009)	|	1.66294	(+/-0.86333)	|	1.0552		|	0.54804	(0.0)
1356	|	18.30469		|	11.69215	(+/-3.14569)	|	1.70838	(+/-0.82121)	|	1.0491		|	0.5185	(0.0)
1357	|	18.1676		|	11.75316	(+/-3.14598)	|	1.57861	(+/-0.77119)	|	1.04124		|	0.51861	(0.0)
1358	|	18.66		|	11.78355	(+/-3.21302)	|	1.73926	(+/-0.8583)	|	1.06946		|	0.5315	(0.0)
1359	|	18.13733		|	11.72385	(+/-3.14942)	|	1.5011	(+/-0.7725)	|	1.03951		|	0.54035	(0.0)
1360	|	18.40876		|	11.77792	(+/-3.16855)	|	1.66337	(+/-0.83098)	|	1.05506		|	0.57799	(0.0)
1361	|	18.49548		|	11.81299	(+/-3.17193)	|	1.67342	(+/-0.80292)	|	1.06003		|	0.55365	(0.0)
1362	|	18.50337		|	11.7871	(+/-3.19696)	|	1.64366	(+/-0.78394)	|	1.06049		|	0.47743	(0.0)
1363	|	18.37781		|	11.72246	(+/-3.19768)	|	1.62319	(+/-0.82151)	|	1.05329		|	0.50956	(0.0)
1364	|	18.21274		|	11.73949	(+/-3.1767)	|	1.73181	(+/-0.84041)	|	1.04383		|	0.56342	(0.0)
1365	|	18.49806		|	11.73068	(+/-3.22114)	|	1.75318	(+/-0.85101)	|	1.06018		|	0.51252	(0.0)
1366	|	18.57142		|	11.74837	(+/-3.20013)	|	1.88792	(+/-0.96622)	|	1.06439		|	0.60858	(0.0)
1367	|	18.30109		|	11.67518	(+/-3.20755)	|	1.73131	(+/-0.86172)	|	1.04889		|	0.58996	(0.0)
1368	|	18.56067		|	11.76529	(+/-3.21799)	|	1.62208	(+/-0.79646)	|	1.06377		|	0.46917	(0.0)
1369	|	18.31524		|	11.71542	(+/-3.22519)	|	1.58075	(+/-0.82819)	|	1.0497		|	0.57409	(0.0)
1370	|	18.77625		|	11.79141	(+/-3.22215)	|	1.68538	(+/-0.86956)	|	1.07613		|	0.58115	(0.0)
1371	|	18.08288		|	11.75926	(+/-3.17897)	|	1.60205	(+/-0.74746)	|	1.03639		|	0.44503	(1e-05)
1372	|	17.90018		|	11.7022	(+/-3.14065)	|	1.5559	(+/-0.74599)	|	1.02592		|	0.55586	(0.0)
1373	|	18.09882		|	11.66173	(+/-3.14299)	|	1.7032	(+/-0.82901)	|	1.0373		|	0.45936	(1e-05)
1374	|	18.72878		|	11.78825	(+/-3.19853)	|	1.66279	(+/-0.8772)	|	1.07341		|	0.50379	(0.0)
1375	|	18.26822		|	11.80258	(+/-3.1631)	|	1.7541	(+/-0.82323)	|	1.04701		|	0.55204	(0.0)
1376	|	19.16257		|	11.73714	(+/-3.25862)	|	1.5811	(+/-0.82918)	|	1.09827		|	0.54908	(0.0)
1377	|	17.92602		|	11.71767	(+/-3.14131)	|	1.53298	(+/-0.74656)	|	1.0274		|	0.58334	(0.0)
1378	|	18.45384		|	11.78123	(+/-3.18872)	|	1.7776	(+/-0.82134)	|	1.05765		|	0.52414	(0.0)
1379	|	18.67717		|	11.77589	(+/-3.23519)	|	1.79038	(+/-0.83547)	|	1.07045		|	0.51359	(0.0)
1380	|	18.46839		|	11.82355	(+/-3.14682)	|	1.78885	(+/-0.82009)	|	1.05848		|	0.5619	(0.0)
1381	|	18.12298		|	11.71789	(+/-3.15295)	|	1.62614	(+/-0.86675)	|	1.03869		|	0.57211	(0.0)
1382	|	18.49632		|	11.8315	(+/-3.18007)	|	1.68206	(+/-0.84104)	|	1.06008		|	0.56747	(0.0)
1383	|	18.40281		|	11.70548	(+/-3.20335)	|	1.6702	(+/-0.87081)	|	1.05472		|	0.6366	(0.0)
1384	|	18.48342		|	11.78716	(+/-3.18608)	|	1.79455	(+/-0.8654)	|	1.05934		|	0.57549	(0.0)
1385	|	18.45899		|	11.85036	(+/-3.16747)	|	1.66772	(+/-0.85004)	|	1.05794		|	0.57618	(0.0)
1386	|	18.42411		|	11.70647	(+/-3.17808)	|	1.73068	(+/-0.92456)	|	1.05594		|	0.54941	(0.0)
1387	|	18.38508		|	11.72672	(+/-3.18088)	|	1.549	(+/-0.82371)	|	1.05371		|	0.57591	(0.0)
1388	|	18.14327		|	11.67882	(+/-3.13901)	|	1.55611	(+/-0.84886)	|	1.03985		|	0.51565	(0.0)
1389	|	18.60382		|	11.79289	(+/-3.18406)	|	1.67699	(+/-0.81927)	|	1.06624		|	0.53849	(0.0)
1390	|	18.24496		|	11.74006	(+/-3.1641)	|	1.5819	(+/-0.85032)	|	1.04568		|	0.53732	(0.0)
1391	|	18.84177		|	11.80738	(+/-3.22415)	|	1.74833	(+/-0.89756)	|	1.07988		|	0.53796	(0.0)
1392	|	18.66979		|	11.77855	(+/-3.19796)	|	1.93935	(+/-0.99692)	|	1.07003		|	0.63152	(0.0)
1393	|	18.94751		|	11.74898	(+/-3.25381)	|	1.68811	(+/-0.92493)	|	1.08594		|	0.5617	(0.0)
1394	|	18.6148		|	11.7076	(+/-3.17527)	|	1.5648	(+/-0.8899)	|	1.06687		|	0.55008	(0.0)
1395	|	18.7634		|	11.74559	(+/-3.22272)	|	1.63173	(+/-0.83972)	|	1.07539		|	0.55055	(0.0)
1396	|	18.69294		|	11.75995	(+/-3.23907)	|	1.64501	(+/-0.91068)	|	1.07135		|	0.57465	(0.0)
1397	|	18.6214		|	11.81517	(+/-3.18279)	|	1.6834	(+/-0.93832)	|	1.06725		|	0.5665	(0.0)
1398	|	18.72139		|	11.78033	(+/-3.20694)	|	1.73719	(+/-0.92637)	|	1.07298		|	0.55864	(0.0)
1399	|	18.84399		|	11.90832	(+/-3.24246)	|	1.77133	(+/-0.94869)	|	1.08001		|	0.57341	(0.0)
1400	|	18.98954		|	11.83104	(+/-3.23068)	|	1.94798	(+/-1.06072)	|	1.08835		|	0.53152	(0.0)
1401	|	18.85664		|	11.81513	(+/-3.2108)	|	1.73365	(+/-0.89522)	|	1.08073		|	0.58017	(0.0)
1402	|	18.19171		|	11.78706	(+/-3.17427)	|	1.62649	(+/-0.84654)	|	1.04263		|	0.55374	(0.0)
1403	|	18.36351		|	11.76464	(+/-3.19842)	|	1.73482	(+/-0.84729)	|	1.05247		|	0.5561	(0.0)
1404	|	19.00826		|	11.74732	(+/-3.22694)	|	1.6126	(+/-0.83521)	|	1.08942		|	0.57372	(0.0)
1405	|	18.67276		|	11.74757	(+/-3.22998)	|	1.64449	(+/-0.90518)	|	1.0702		|	0.6	(0.0)
1406	|	18.86799		|	11.8234	(+/-3.17057)	|	1.70076	(+/-0.89447)	|	1.08138		|	0.54367	(0.0)
1407	|	18.82185		|	11.8181	(+/-3.21729)	|	1.81659	(+/-0.92121)	|	1.07874		|	0.56687	(0.0)
1408	|	18.60715		|	11.82032	(+/-3.14307)	|	1.7225	(+/-0.81803)	|	1.06643		|	0.50986	(0.0)
1409	|	19.34029		|	11.81894	(+/-3.32351)	|	1.78245	(+/-0.92268)	|	1.10845		|	0.59309	(0.0)
1410	|	18.77233		|	11.77917	(+/-3.23391)	|	1.56877	(+/-0.82339)	|	1.0759		|	0.62548	(0.0)
1411	|	18.39507		|	11.80432	(+/-3.20597)	|	1.55009	(+/-0.87818)	|	1.05428		|	0.60562	(0.0)
1412	|	18.49894		|	11.71125	(+/-3.18169)	|	1.67918	(+/-0.86129)	|	1.06023		|	0.56268	(0.0)
1413	|	18.44921		|	11.75596	(+/-3.16756)	|	1.44049	(+/-0.77223)	|	1.05738		|	0.56162	(0.0)
1414	|	18.09569		|	11.73917	(+/-3.20445)	|	1.63717	(+/-0.84956)	|	1.03712		|	0.5375	(0.0)
1415	|	18.65313		|	11.78821	(+/-3.18808)	|	1.65587	(+/-0.84064)	|	1.06907		|	0.63115	(0.0)
1416	|	18.70809		|	11.81364	(+/-3.19759)	|	1.69367	(+/-0.92599)	|	1.07222		|	0.58252	(0.0)
1417	|	18.25505		|	11.74818	(+/-3.18288)	|	1.57416	(+/-0.85723)	|	1.04625		|	0.57248	(0.0)
1418	|	18.84246		|	11.7749	(+/-3.27294)	|	1.64426	(+/-0.91371)	|	1.07992		|	0.58152	(0.0)
1419	|	18.6047		|	11.77225	(+/-3.24766)	|	1.64214	(+/-0.96111)	|	1.06629		|	0.50657	(0.0)
1420	|	19.00474		|	11.83409	(+/-3.21397)	|	1.74727	(+/-0.90889)	|	1.08922		|	0.52628	(0.0)
1421	|	18.99042		|	11.82356	(+/-3.22251)	|	1.7735	(+/-0.91023)	|	1.0884		|	0.55022	(0.0)
1422	|	18.81282		|	11.83447	(+/-3.22133)	|	1.85058	(+/-0.9375)	|	1.07822		|	0.60248	(0.0)
1423	|	19.07354		|	11.8448	(+/-3.25069)	|	1.74784	(+/-0.90485)	|	1.09317		|	0.575	(0.0)
1424	|	19.05834		|	11.8248	(+/-3.25884)	|	1.66846	(+/-1.0185)	|	1.09229		|	0.49279	(0.0)
1425	|	19.77321		|	11.78516	(+/-3.27657)	|	1.70896	(+/-0.98747)	|	1.13327		|	0.54959	(0.0)
1426	|	19.00052		|	11.73102	(+/-3.30684)	|	1.65894	(+/-0.83841)	|	1.08898		|	0.51625	(0.0)
1427	|	19.2533		|	11.87262	(+/-3.28015)	|	1.89446	(+/-1.1495)	|	1.10347		|	0.56419	(0.0)
1428	|	19.44279		|	11.9208	(+/-3.2933)	|	1.89308	(+/-1.10015)	|	1.11433		|	0.54704	(0.0)
1429	|	18.89243		|	11.78203	(+/-3.19184)	|	1.66298	(+/-0.90271)	|	1.08279		|	0.58185	(0.0)
1430	|	18.9587		|	11.83318	(+/-3.19991)	|	1.7404	(+/-0.87098)	|	1.08658		|	0.57809	(0.0)
1431	|	19.09636		|	11.79443	(+/-3.19317)	|	1.77347	(+/-0.92439)	|	1.09447		|	0.58445	(0.0)
1432	|	18.40245		|	11.77771	(+/-3.1629)	|	1.65543	(+/-0.87969)	|	1.0547		|	0.51888	(0.0)
1433	|	17.97229		|	11.70207	(+/-3.15939)	|	1.54533	(+/-0.7994)	|	1.03005		|	0.56742	(0.0)
1434	|	18.44757		|	11.83702	(+/-3.15253)	|	1.81611	(+/-0.91341)	|	1.05729		|	0.52004	(0.0)
1435	|	18.39872		|	11.77587	(+/-3.16055)	|	1.78376	(+/-0.9167)	|	1.05449		|	0.52851	(0.0)
